LessonPlansID,StudentID,TeacherID,attended,student_behaviour,notes,Date
2,79,7,1,1,ko9xkOiL0W1O4jmnYqGJ8LMER2KpOY4jHK0WHMyqzMhnzzWCIKaLymUe9zej,04/12/2010
5,17,14,0,4,RUvS7PbAZ2F261iHWO1Y3RS1dU7pI Mzkq8RFJwKPOy6cy av9GaruOu4UKP,24/08/2012
8,34,13,0,1,BkKzTMtINZzdtntIaDJNmNuAjYJ3TXIKbeHHaE3U8GY5IYpE4XeMIuzgGdk0,06/03/2011
7,90,11,0,3,cikXa 8JgyGYFQy6KxtmuCoetP2BLzUaZPRKhvvpcjnBs6adcsZcDYGExs1B,16/05/2011
6,118,3,1,4,wf0e7PZh fV0IIFV3aZaWqsiz2mBUs oQhEtVhClWJbx32iRt211VHD6q6ri,09/08/2021
19,110,9,1,0,4Gxs8PLrqTdi9W0WvAyF3HGcjDxF1zbVYvoZ5RaFBQdWclGANZfrPY2lefbw,23/09/2017
5,46,17,1,4,M4FIiBjV20Z9m7KRSjWBMC0bPRdWmKeIeEejzz6fsbaRJzsbMGQWLnQpAXM5,02/03/2017
16,107,1,1,2,04nZPIYljLk2MZ3uXAxOKKMm X4OsJd8HjqNZlssnQA pzwwMn2jG5rUjdDS,19/10/2012
2,27,19,0,2,VBOOKrwEOCDGVDjPtcDM3X6g4Sq2iTKRdhLfD4XzuWzK8LVLbcxiQEPNnJz2,09/04/2016
15,119,6,0,1,EveFEqzw3wQnz5jp pT 9jNLLy3v0yOHm5V7bywlVvCmiFw9ScG5led89JO1,12/04/2019
18,65,16,1,3,uDYTVBUTqRUvZXHIgSorlVaDBS4NM gtU0Owr4CyPfRvZudUWaEDGyYN7baH,06/01/2013
12,52,17,0,2,P4TYoLW8jU6N1A1DFo JBbsT7QOCmoCUfRux7k8CEnJvJZLnTPqnCotWthl4,13/08/2012
8,57,13,0,4,Nqqs821i6XdDCns3nNH8YKK1XAsz7Mj1tAMLfQgMDBEucD11IkKakxJbjQbr,15/09/2018
2,30,18,1,1,Ls0LynT41ki24MXT4k4Ds677yB5NZAmbTvA6avJOHNvKeZ6MD6DVjbPP3opd,16/03/2017
5,51,1,0,3,W1Xqj9ycUPMrYmLcD1Q6xCd2PrXunGKsjwW9WUT4BId6rDcSxQrXqi2DUgQe,21/07/2013
10,8,6,1,3,62gG90qZ0DgWlIzwKmoqVwf3 Yq NQPFGe7O5tWENhuDUTKq4NWSfJ85IqHW,16/07/2012
2,90,11,0,0,gkB4tC7XRXF7O9K7X0v1R6Uvd3t4lF3BDE1M4Akid6dFR1JYuL51LLB3gXhN,07/04/2020
6,66,3,1,2,R9raMGZrIG51oem0Bp2MIo z1eSjHILyNOwDhWO2CCcNZKHvof7j85Za839B,06/07/2017
9,59,20,0,3,4mi4n04nofiSGxzEVCviCMenejsRXKK2HePFDfe6ByxdcDGSoQy5Gdb0Sznq,28/10/2017
1,75,6,1,1,G5ieVXTsSnJH5xAShxrnzEKcXNGwEg5DxwqpXcJmjntjWNvqOVrTO80iJrIr,04/03/2017
5,22,3,0,4,SNrchKKJG5rWlODDQLycQiFBE9MI8A0U8DLbaN87XN7oW5B36FU2OsnAEHRs,21/02/2020
2,17,11,0,4,Snmhv6F8y3cEkIH6aNGnveEiSU6xRLPLiqb3QFLhBkyqlQyKVaryhYCD61jL,28/04/2021
8,13,7,0,4,sUVtSbU1WKde0C9jdwBPd7y0lBSV3ZirzV6u0bsvmAOrETFPlcZMUmh 3Ui ,04/01/2012
11,10,6,1,3,nSN5O4Bu9d9bIbqQ7a CvHqbIHJ4ANQ5EGMm85zKpgDOCYFZN2AZXnhGyyNT,17/03/2015
6,102,9,0,2,IRsNJmnbadlORdBwt1ijVonQHHEZ2SzAORCM4ndMzmLQClb3wUJjwDIvV9uO,06/04/2021
18,7,19,1,3,DIbQFsyEjhdObQYItx6kHffm n9wVIecSY7A1EorDpG5uOsWSTcMy5Q6yJB ,15/05/2020
20,107,15,1,4,fXUYAh6u2wa M7GX860Z98KMwkzf8rlGkbcvmsne0vEABB6XdV4pFvbLIQb4,18/08/2018
19,51,14,1,3,e0Cc9KxO5DwAYYb7T5B2JEoyvKjvO2KuUFCdQTDoBbHGd8BfjHsfmc78m25k,15/05/2014
14,100,11,1,1,WjLUQKUaOECmmIxuksza anlaUQ7j372Rqr8FClL1RLpdP4RyS WhT73mAqb,06/03/2017
18,48,6,0,0,ONiFvaffVGVUHn6WWZbosfZdiv0d3y7fXZBxX TDDEp2usdz5r4tmjX1M35m,07/05/2022
3,72,16,0,2,48RNuFAR008bDzm38pn3vDtUIrR5036L4Dh1MMEUcdVXNoO2UFZ29ND8cgxQ,27/03/2018
12,118,8,0,0,H2rf2pPL5U0crMAt7xMG7iTS8BxypNXG1tKjQNAb8Wk7O Urywm9AXYmIfiL,23/03/2016
20,120,16,1,0,Fv t74HRFNHgzWUCYVjEjXkR7pMzyfvQmOKBkNEQZT8vh5mETEvvtARMGiTf,24/09/2015
15,19,20,0,2,3CICzcjdcqT9nGOZzilUxrWkgncROJMh6jgtwBMYWasKH58FtuYJ2Iag5oQy,06/08/2022
2,1,11,1,2,Y9C5oJQOArweACZpXqlRKKJB8DPwyZbdWgPmlUFLhhWqcr97IRiJhOdSKHFn,13/06/2012
18,24,2,0,0,9EWZ3Yr4yEM6TGKAmWRVbBoktYMJcolAdrc7jK60wG8pqYYeiwtBUjSwiBLN,24/07/2014
15,24,4,0,2,ksXO0HVBfuZX5Lhr9Chlk01Ikqc83k6tnSf T3VuTr5V6skbC7YvlG07Fear,28/12/2012
20,34,12,1,0,9unahFSC9X31JW8hXvEvS7wbWJ2 yAWixUxaB6QJgoQD2d2wUsMQa1IfUj6V,26/08/2010
14,62,12,0,0,yls5TbTdaELMdM8u60DXXRFEWZ BzZkYE5YuT Fsm6STQR3qZMl1kwfuP0hB,08/10/2015
16,21,13,0,0,06IPJ67uJHKNcDARPw0rs6G1PeeUhidmHK3M3RlvsxSswWDieCGnUvBfHH63,06/01/2013
10,64,2,1,3,QGabQObNnn9VlmSPqoUKlwWkCaJ7FhftBWn7xQumXWBGe650qTWl0ut3PWxb,09/01/2018
2,86,3,1,4,7fGRy4YGA9tHu53PiB1 0kz6oSlu4iWCaSy0WXLC2iVxswc1kGgX6JBVUtkj,05/02/2011
7,66,5,1,0,F94ZBsAvL3W5HePOicUWb3tR  PRtZvPCRgBtAqrJWEEaWISZs RTIICkPCU,17/05/2020
8,86,7,1,4,ztozqnRz6LYJKd4akxtE3H3YXwPW5uwWvoIEJrKx84qUXkSmvRCDpMHOeKYC,04/09/2013
3,27,14,0,0,a1AuF9av6eLDDJpDWFG5u8D3mYKqAcwpzbgzA71RpD0ca97c4C53Qz3DdsMi,04/08/2015
13,87,4,1,4,nVn3X2Cb0HjE01lFjWisrQ4UHlpEiPX1 7tIDXAGBMLPwqbb TScn5GFbULv,25/07/2015
5,34,8,1,0,b5KVbsCGyliyIk0I Uc8R05695zJ4jo4yqUtw0PkMJ73IWWucdX 8XIzlJa8,08/08/2021
11,77,17,1,1,yVeHtkWO VI35CdJHFz7bkP2HdLdt20D21hhUGYfkgkOtJYRnWjqKKD5RO4w,10/10/2014
14,83,19,1,3,yBFOep8lNMYBl35yW6lA Ef5Ziw6GSHEdXJv5MZ767x otNoiA8I3nad6g9n,25/06/2011
10,64,10,1,2,amhDIYX6tH8F0u7XvGbHSPLUJdgU3cGevFC NBm91ezRIAZbfXEpqq4MJqTB,05/12/2020
1,113,15,1,3,i92qEMbHVCXuNa3vQfcWAjv iy n7g2uC2Wwxg6FZ4hUev3EdWrgfrvLPeIY,05/11/2015
17,69,15,0,2,r8ILRI 4zL1AZxWVXafaaEPP0eanyHEsRJx5AogdruMHSwseGc3swqe97JNQ,16/09/2010
10,6,13,0,2,LRYWK7GXvYTd18KuCumQyleNGImQUrvsVyd5HhkpKgWtctyYoK3SmXnk9Qcs,27/12/2018
2,2,3,0,1,CCVcJAj0LAxxpol1Nm3bPaZDKWlMTXTqAYvWFNUe6 Bvf42b1KTASrQpxE C,17/06/2018
12,3,13,1,2,azM0H zB5GfaMePopDs95Q2eq4yI557nAhPeYC5a rimYFPqCACFEq wazn4,21/10/2020
7,90,20,0,3,mRWF2wtmMMfPZA 4tg4WKwmf3tEkZLRsdyiFHQaZbXtPDt0PGommEHUz7Rw9,21/12/2010
3,109,8,0,1,059AUi362AzR3d1pV3gJBj 7EnqD74d5ikVDK9 xHgca3Im5o9ujOkolD7jm,24/12/2021
4,94,10,0,4,FxO 2wqVSZoNQva08f2zp0yF4aVIxyp3thkkS2Y 2 XxxRR8xh7yV01YDK4F,24/10/2018
14,107,5,0,0,iE2Bed3X0B9vR2sSVbAzPNR5NuGSeeityUztnluw tzVN9XOfbFmwUOqFxIU,10/08/2010
3,9,8,0,1,cqe9JzfgO5DV4B0YaKaLVZPwl6 180ItZ3u9rVLBHneHGJDHHwsgdVUpAsac,12/01/2019
5,92,14,1,4,ugt5Lsxfp6E0h97SdMkvS6g2epCDnIpxIA9tTfgd17IGBVyfBi 2oWB3HFc ,02/02/2019
13,36,6,0,4,epMRAJVMhU761q3hSLQFbP45xfCLcJVDNwBHzouYtKE4wIMdTxRHZcKQz4Cb,09/08/2014
